label	description	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism
x0so6224	seq.6626.81	Carbohydrate sulfotransferase 12	CHSTC	Q9NRB3	55501	CHST12	Human
x0so6225	seq.6627.25	Inactive pancreatic lipase-related protein 1	LIPR1	P54315	5407	PNLIPRP1	Human
x0so6226	seq.6629.3	Beta-defensin 1	HBD-1	P60022	1672	DEFB1	Human
x0so6227	seq.6631.17	Collagen alpha-1(IX) chain	CO9A1	P20849	1297	COL9A1	Human
x0so6228	seq.6633.43	Uroplakin-3b-like protein	UPK3L	B0FP48	100134938	None	Human
x0so6229	seq.6641.60	PolyUbiquitin K48-linked	PolyUbiquitin K48	P0CG47	7314	UBB	Human
x0so6230	seq.6645.53	Periostin	Periostin	Q15063	10631	POSTN	Human
x0so6231	seq.6647.55	PolyUbiquitin K63-linked	PolyUbiquitin K63	P0CG48	7316	UBC	Human
x0so6232	seq.6649.51	Netrin-1	NET1	O95631	9423	NTN1	Human
x0so6233	seq.6651.74	PolyUbiquitin K48-linked	PolyUbiquitin K48	P0CG47	7314	UBB	Human
x0so6234	seq.6653.58	Leukocyte surface antigen CD47	CD47	Q08722	961	CD47	Human
x0so6235	seq.6706.18	Alkaline phosphatase, placental-like	PPBN	P10696	251	ALPG	Human
x0so6236	seq.6713.4	Low-density lipoprotein receptor-related protein 11	LRP11	Q86VZ4	84918	LRP11	Human
x0so6237	seq.6715.63	Alkaline phosphatase, placental-like	PPBN	P10696	251	ALPG	Human
x0so6238	seq.6895.1	Transferrin receptor protein 1:Cytoplasmic domain	TR:CD	P02786	7037	TFRC	Human
x0so6239	seq.6896.3	Transmembrane protein C1orf162	CA162	Q8NEQ5	128346	C1orf162	Human
x0so6240	seq.6897.38	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	B3GA3	O94766	26229	B3GAT3	Human
x0so6241	seq.6899.37	Pterin-4-alpha-carbinolamine dehydratase 2	PHS2	Q9H0N5	84105	PCBD2	Human
x0so6242	seq.6900.30	Ubiquitin-conjugating enzyme E2 J1	UB2J1	Q9Y385	51465	UBE2J1	Human
x0so6243	seq.6904.14	Leucine-rich repeat transmembrane neuronal protein 2	LRRT2	O43300	26045	LRRTM2	Human
x0so6244	seq.6907.17	Transmembrane and coiled-coil domain-containing protein 5A	TMC5A	Q8N6Q1	145942	TMCO5A	Human
x0so6245	seq.6909.40	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT2	Q10469	4247	MGAT2	Human
x0so6246	seq.6911.103	C-type lectin domain family 6 member A	CLC6A	Q6EIG7	93978	CLEC6A	Human
x0so6247	seq.6912.6	Calcium uptake protein 3, mitochondrial	EFHA2	Q86XE3	286097	MICU3	Human
x0so6248	seq.6913.189	High mobility group protein B2	HMG-2	P26583	3148	HMGB2	Human
x0so6249	seq.6914.15	Amphoterin-induced protein 2	AMGO2	Q86SJ2	347902	AMIGO2	Human
x0so6250	seq.6915.2	CD164 sialomucin-like 2 protein	C16L2	Q6UWJ8	388611	CD164L2	Human
x0so6251	seq.6917.49	Leucine-rich repeat-containing protein 3	LRRC3	Q9BY71	81543	LRRC3	Human
x0so6252	seq.6918.183	Cholecystokinin	CCKN	P06307	885	CCK	Human
x0so6253	seq.6919.3	Hemoglobin subunit zeta	HBAZ	P02008	3050	HBZ	Human
x0so6254	seq.6920.1	GDNF family receptor alpha-like	GFRAL	Q6UXV0	389400	GFRAL	Human
x0so6255	seq.6921.24	Beta-1,4-galactosyltransferase 3	B4GT3	O60512	8703	B4GALT3	Human
x0so6256	seq.6923.1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2	O00469	5352	PLOD2	Human
x0so6257	seq.6925.26	Sorting nexin-8	SNX8	Q9Y5X2	29886	SNX8	Human
x0so6258	seq.6927.7	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	NDST1	P52848	3340	NDST1	Human
x0so6259	seq.6929.10	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase	SIA8C	O43173	51046	ST8SIA3	Human
x0so6260	seq.6930.95	Alpha-2,8-sialyltransferase 8F	SIA8F	P61647	338596	ST8SIA6	Human
x0so6261	seq.6931.10	Cancer/testis antigen 1	CTAG1A	P78358	246100	CTAG1A	Human
x0so6262	seq.6932.42	Integrin alpha-5	ITA5	P08648	3678	ITGA5	Human
x0so6263	seq.6933.20	39S ribosomal protein L34, mitochondrial	RM34	Q9BQ48	64981	MRPL34	Human
x0so6265	seq.6935.123	BMP and activin membrane-bound inhibitor homolog:Cytoplasmic domain	BAMBI:CD	Q13145	25805	BAMBI	Human
x0so6266	seq.6936.7	Protein TMEPAI	PMEPA	Q969W9	56937	PMEPA1	Human
x0so6267	seq.6937.251	Uncharacterized protein C1orf43	CA043	Q9BWL3	25912	C1orf43	Human
x0so6268	seq.6938.21	Protocadherin gamma-A12	PCDGC	O60330	26025	PCDHGA12	Human
x0so6269	seq.6940.18	Junctophilin-1	JPH1	Q9HDC5	56704	JPH1	Human
x0so6270	seq.6941.11	Sulfatase-modifying factor 1	SUMF1	Q8NBK3	285362	SUMF1	Human
x0so6271	seq.6947.4	Type 2 lactosamine alpha-2,3-sialyltransferase	SIA10	Q9Y274	10402	ST3GAL6	Human
x0so6272	seq.6948.82	Polyphosphoinositide phosphatase	FIG4	Q92562	9896	FIG4	Human
x0so6273	seq.6951.26	Acid-sensing ion channel 4	ASIC4	Q96FT7	55515	ASIC4	Human
x0so6274	seq.6955.68	Sorting nexin-1	SNX1	Q13596	6642	SNX1	Human
x0so6275	seq.6957.14	Pancreatic lipase-related protein 2	LIPR2	P54317	5408	PNLIPRP2	Human
x0so6276	seq.6961.14	Insulin growth factor-like family member 3	IGFL3	Q6UXB1	388555	IGFL3	Human
x0so6277	seq.6962.5	HLA class II histocompatibility antigen, DR beta 3 chain	DRB3	P79483	3125	HLA-DRB3	Human
x0so6278	seq.6963.82	P-selectin glycoprotein ligand 1:Cytoplasmic domain	SELPL:CD	Q14242	6404	SELPLG	Human
x0so6279	seq.6965.19	Contactin-associated protein-like 2	CNTP2	Q9UHC6	26047	CNTNAP2	Human
x0so6280	seq.6966.144	Syntaxin-1B	STX1B	P61266	112755	STX1B	Human
x0so6282	seq.6969.14	WAP four-disulfide core domain protein 5	WFDC5	Q8TCV5	149708	WFDC5	Human
x0so6283	seq.6973.111	Insulin-like growth factor II:Isoform 3, Pro-form	IGF-II:Pro-form	P01344	3481	IGF2	Human
x0so6284	seq.6974.6	HLA class II histocompatibility antigen gamma chain	HG2A	P04233	972	CD74	Human
x0so6285	seq.6975.52	SNARE-associated protein Snapin	SNAPN	O95295	23557	SNAPIN	Human
x0so6286	seq.6984.6	Immunoglobulin superfamily member 8	IGSF8	Q969P0	93185	IGSF8	Human
x0so6287	seq.6986.17	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1	HS3SB	Q9Y662	9953	HS3ST3B1	Human
x0so6288	seq.6990.44	Stromal cell-derived factor 2-like protein 1	SDF2L	Q9HCN8	23753	SDF2L1	Human
x0so6289	seq.6991.24	Alpha-(1,3)-fucosyltransferase 9	FUT9	Q9Y231	10690	FUT9	Human
x0so6290	seq.6992.67	Hemoglobin subunit delta	HBD	P02042	3045	HBD	Human
x0so6291	seq.6993.8	5'-Nucleotidase	5'-Nucleotidase	P21589	4907	NT5E	Human
x0so6292	seq.6994.19	Uncharacterized protein C3orf18	CC018	Q9UK00	51161	C3orf18	Human
x0so6293	seq.6997.32	Ras-related protein Rab-26	RAB26	Q9ULW5	25837	RAB26	Human
x0so6294	seq.6998.106	Aspartyl/asparaginyl beta-hydroxylase	HAAH	Q12797	444	ASPH	Human
x0so6295	seq.7002.1	Matrix-remodeling-associated protein 8:Cytoplasmic domain	MXRA8:CD	Q9BRK3	54587	MXRA8	Human
x0so6296	seq.7003.4	Polypeptide N-acetylgalactosaminyltransferase 10	GLT10	Q86SR1	55568	GALNT10	Human
x0so6297	seq.7006.4	Collagen alpha-1(XXV) chain	COPA1	Q9BXS0	84570	COL25A1	Human
x0so6298	seq.7007.24	Trafficking protein particle complex subunit 4	TRAPPC4	Q9Y296	51399	TRAPPC4	Human
x0so6299	seq.7008.13	Protein eva-1 homolog C:Cytoplasmic domain	F176C:CD	P58658	59271	EVA1C	Human
x0so6300	seq.7009.6	B-cell differentiation antigen CD72	CD72	P21854	971	CD72	Human
x0so6301	seq.7009.8	B-cell differentiation antigen CD72	CD72	P21854	971	CD72	Human
x0so6302	seq.7011.8	Kv channel-interacting protein 4	KCIP4	Q6PIL6	80333	KCNIP4	Human
x0so6303	seq.7012.35	Vascular non-inflammatory molecule 2	VNN2	O95498	8875	VNN2	Human
x0so6305	seq.7015.8	Leukocyte immunoglobulin-like receptor subfamily B member 5	LIRB5	O75023	10990	LILRB5	Human
x0so6306	seq.7016.12	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	GCNT1	Q02742	2650	GCNT1	Human
x0so6307	seq.7018.10	Ribosome biogenesis protein TSR3 homolog	TSR3	Q9UJK0	115939	TSR3	Human
x0so6308	seq.7019.13	Semaphorin-7A	Semaphorin-7A	O75326	8482	SEMA7A	Human
x0so6309	seq.7020.13	Carbohydrate sulfotransferase 5	CHST5	Q9GZS9	23563	CHST5	Human
x0so6311	seq.7038.45	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase	SIA8D	Q92187	7903	ST8SIA4	Human
x0so6312	seq.7045.4	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	BNIP3	Q12983	664	BNIP3	Human
x0so6313	seq.7046.6	Uncharacterized protein C20orf173	CT173	Q96LM9	140873	C20orf173	Human
x0so6314	seq.7048.4	Carcinoembryonic antigen-related cell adhesion molecule 19	CEA19	Q7Z692	56971	CEACAM19	Human
x0so6315	seq.7049.2	Disintegrin and metalloproteinase domain-containing protein 23	ADAM 23	O75077	8745	ADAM23	Human
x0so6316	seq.7050.5	Neuronal growth regulator 1	NEGR1	Q7Z3B1	257194	NEGR1	Human
x0so6317	seq.7054.87	C-type lectin domain family 2 member D	CLC2D	Q9UHP7	29121	CLEC2D	Human
x0so6318	seq.7056.16	4F2 cell-surface antigen heavy chain:Extracellular domain	4F2:ECD	P08195	6520	SLC3A2	Human
x0so6320	seq.7059.14	Leukocyte immunoglobulin-like receptor subfamily A member 6	LIRA6	Q6PI73	11025	LILRA6	Human
x0so6321	seq.7060.2	ERO1-like protein alpha	ERO1A	Q96HE7	30001	ERO1A	Human
x0so6322	seq.7064.2	Vesicle-associated membrane protein 8	VAMP8	Q9BV40	8673	VAMP8	Human
x0so6323	seq.7065.1	Protein G6b:Isoform A, Extracellular domain	G6B:ECD	O95866	80739	MPIG6B	Human
x0so6324	seq.7066.199	Protein FAM209B	F209B	Q5JX69	388799	FAM209B	Human
x0so6325	seq.7069.9	t-SNARE domain-containing protein 1	TSNA1	Q96NA8	203062	TSNARE1	Human
x0so6326	seq.7070.25	Kell blood group glycoprotein	KELL	P23276	3792	KEL	Human
x0so6327	seq.7071.23	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	MA1B1	Q9UKM7	11253	MAN1B1	Human
x0so6328	seq.7073.69	Uncharacterized protein C22orf15	CV015	Q8WYQ4	150248	C22orf15	Human
x0so6329	seq.7076.17	Endothelin-converting enzyme-like 1	ECEL1	O95672	9427	ECEL1	Human
x0so6331	seq.7081.2	Butyrophilin subfamily 3 member A1	BT3A1	O00481	11119	BTN3A1	Human
x0so6332	seq.7082.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	B3GN6	Q6ZMB0	192134	B3GNT6	Human
x0so6333	seq.7083.74	Matrilin-4	MATN4	O95460	8785	MATN4	Human
x0so6334	seq.7084.1	Draxin	DRAXI	Q8NBI3	374946	DRAXIN	Human
x0so6335	seq.7085.81	Corneodesmosin	CDSN	Q15517	1041	CDSN	Human
x0so6336	seq.7089.42	Synaptotagmin-11	SYT11	Q9BT88	23208	SYT11	Human
x0so6337	seq.7090.17	Polypeptide N-acetylgalactosaminyltransferase 1	GALT1	Q10472	2589	GALNT1	Human
x0so6338	seq.7092.7	Protein disulfide-isomerase-like protein of the testis	PDILT	Q8N807	204474	PDILT	Human
x0so6339	seq.7096.30	Regulator of microtubule dynamics protein 1	RMD1	Q96DB5	51115	RMDN1	Human
x0so6340	seq.7097.8	Testis-specific chromodomain protein Y 1	CDY1	Q9Y6F8	253175	CDY1	Human
x0so6341	seq.7099.33	Follistatin-related protein 5	FSTL5	Q8N475	56884	FSTL5	Human
x0so6342	seq.7100.31	T-cell surface antigen CD2	CD2	P06729	914	CD2	Human
x0so6343	seq.7104.71	Calcium-binding protein 7	CABP7	Q86V35	164633	CABP7	Human
x0so6344	seq.7105.7	CDK5 and ABL1 enzyme substrate 2	CABL2	Q9BTV7	81928	CABLES2	Human
x0so6345	seq.7106.37	Oocyte-secreted protein 2	PLACL	Q86WS3	219990	OOSP2	Human
x0so6346	seq.7108.7	Small integral membrane protein 24	CS077	O75264	284422	SMIM24	Human
x0so6347	seq.7110.2	DnaJ homolog subfamily B member 11	DJB11	Q9UBS4	51726	DNAJB11	Human
x0so6348	seq.7113.1	GrpE protein homolog 1, mitochondrial	GRPE1	Q9HAV7	80273	GRPEL1	Human
x0so6349	seq.7115.5	Semenogelin-1	Semenogelin	P04279	6406	SEMG1	Human
x0so6350	seq.7116.31	Osteoclast-associated immunoglobulin-like receptor	OSCAR	Q8IYS5	126014	OSCAR	Human
x0so6351	seq.7117.21	Serpin I2	SPI2	O75830	5276	SERPINI2	Human
x0so6352	seq.7118.24	Immunoglobulin superfamily DCC subclass member 3:Extracellular domain	IGDC3:ECD	Q8IVU1	9543	IGDCC3	Human
x0so6353	seq.7121.2	Synaptotagmin-7	SYT7	O43581	9066	SYT7	Human
x0so6354	seq.7122.31	Leucine-rich repeat-containing G-protein coupled receptor 5	LGR5	O75473	8549	LGR5	Human
x0so6355	seq.7123.25	39S ribosomal protein L52, mitochondrial	RM52	Q86TS9	122704	MRPL52	Human
x0so6356	seq.7124.18	Interleukin-21	IL-21	Q9HBE4	59067	IL21	Human
x0so6358	seq.7127.3	Apolipoprotein A-II	Apo A-II	P02652	336	APOA2	Human
x0so6359	seq.7128.9	von Willebrand factor A domain-containing protein 2	VWA2	Q5GFL6	340706	VWA2	Human
x0so6360	seq.7130.4	Leukocyte-associated immunoglobulin-like receptor 2	LAIR2	Q6ISS4	3904	LAIR2	Human
x0so6361	seq.7131.207	Tenascin	Tenascin	P24821	3371	TNC	Human
x0so6362	seq.7131.8	Cholesteryl ester transfer protein	CETP	P11597	1071	CETP	Human
x0so6363	seq.7132.55	Complement C1q-like protein 4	C1QL4	Q86Z23	338761	C1QL4	Human
x0so6364	seq.7134.14	Bcl-2-like protein 2	Apoptosis regulator Bcl-W	Q92843	599	BCL2L2	Human
x0so6365	seq.7136.107	Hemoglobin subunit epsilon	Hemoglobin epsilon chain	P02100	3046	HBE1	Human
x0so6367	seq.7137.8	Mitochondrial peptide methionine sulfoxide reductase	MSRA	Q9UJ68	4482	MSRA	Human
x0so6368	seq.7139.14	SLIT and NTRK-like protein 4	SLIK4	Q8IW52	139065	SLITRK4	Human
x0so6369	seq.7140.1	Chymotrypsin-like elastase family member 2A	ELA2A	P08217	63036	CELA2A	Human
x0so6370	seq.7141.21	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	MGT4B	Q9UQ53	11282	MGAT4B	Human
x0so6371	seq.7142.5	Carboxypeptidase N catalytic chain	CBPN	P15169	1369	CPN1	Human
x0so6372	seq.7143.9	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C	GNT2C	Q8NFS9	2651	None	Human
x0so6373	seq.7144.234	Kazal-type serine protease inhibitor domain-containing protein 1	KAZD1	Q96I82	81621	KAZALD1	Human
x0so6374	seq.7145.1	Inter-alpha-trypsin inhibitor heavy chain H3	ITIH3	Q06033	3699	ITIH3	Human
x0so6375	seq.7146.16	Protein disulfide-isomerase A4	PDIA4	P13667	9601	PDIA4	Human
x0so6376	seq.7146.5	Protein disulfide-isomerase A4	PDIA4	P13667	9601	PDIA4	Human
x0so6377	seq.7147.35	WAP four-disulfide core domain protein 8	WFDC8	Q8IUA0	90199	WFDC8	Human
x0so6378	seq.7148.42	Protein FAM173A	F173A	Q9BQD7	65990	ANTKMT	Human
x0so6379	seq.7152.5	Hepatitis A virus cellular receptor 2	TIMD3	Q8TDQ0	84868	HAVCR2	Human
x0so6380	seq.7153.66	Neugrin	NGRN	Q9NPE2	51335	NGRN	Human
x0so6381	seq.7154.92	Protein LEG1 homolog	CF058	Q6P5S2	352999	LEG1	Human
x0so6382	seq.7155.46	C4b-binding protein beta chain	C4b-binding protein beta chain	P20851	725	C4BPB	Human
x0so6383	seq.7156.2	Alpha-(1,3)-fucosyltransferase 10	FUT10	Q6P4F1	84750	FUT10	Human
x0so6384	seq.7157.22	Protocadherin alpha-4	PCDA4	Q9UN74	56144	PCDHA4	Human
x0so6385	seq.7161.25	GDH/6PGL endoplasmic bifunctional protein	G6PE	O95479	9563	H6PD	Human
x0so6386	seq.7163.26	Extracellular glycoprotein lacritin	lacritin	Q9GZZ8	90070	LACRT	Human
x0so6387	seq.7167.102	Vesicle-associated membrane protein-associated protein A	VAPA	Q9P0L0	9218	VAPA	Human
x0so6388	seq.7173.141	Transmembrane protein 132C:Extracellular domain	T132C:ECD	Q8N3T6	92293	TMEM132C	Human
x0so6389	seq.7174.15	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	CD38	P28907	952	CD38	Human
x0so6390	seq.7175.4	Protocadherin gamma-A2	PCDG2	Q9Y5H1	56113	PCDHGA2	Human
x0so6391	seq.7178.59	Protein DEPP	DEPP	Q9NTK1	11067	DEPP1	Human
x0so6392	seq.7179.69	Neurofascin	NFASC	O94856	23114	NFASC	Human
x0so6393	seq.7180.114	Interferon alpha-14	IFN14	P01570	3448	IFNA14	Human
x0so6394	seq.7181.17	Vesicle-associated membrane protein-associated protein B/C	VAPB	O95292	9217	VAPB	Human
x0so6395	seq.7182.1	Liver carboxylesterase 1	carboxylesterase, liver	P23141	1066	CES1	Human
x0so6396	seq.7183.102	Angiopoietin-like protein 8	TD26	Q6UXH0	55908	ANGPTL8	Human
x0so6397	seq.7184.13	Carcinoembryonic antigen-related cell adhesion molecule 7	CEAM7	Q14002	1087	CEACAM7	Human
x0so6398	seq.7185.29	Platelet glycoprotein V	GPV	P40197	2814	GP5	Human
x0so6399	seq.7186.111	Syntaxin-3	STX3	Q13277	6809	STX3	Human
x0so6400	seq.7187.3	Protein phosphatase 1L	PPM1L	Q5SGD2	151742	PPM1L	Human
x0so6401	seq.7189.55	Carbohydrate sulfotransferase 3	CHST3	Q7LGC8	9469	CHST3	Human
x0so6402	seq.7190.50	Ephrin type-A receptor 4	EPHA4	P54764	2043	EPHA4	Human
x0so6403	seq.7191.32	Sarcolemmal membrane-associated protein	SLMAP	Q14BN4	7871	SLMAP	Human
x0so6404	seq.7192.37	Interferon lambda receptor 1	CRF2-12	Q8IU57	163702	IFNLR1	Human
x0so6405	seq.7193.98	Protocadherin alpha-C1	PCDC1	Q9H158	56135	PCDHAC1	Human
x0so6406	seq.7194.36	Neuroplastin	NPTN	Q9Y639	27020	NPTN	Human
x0so6407	seq.7195.119	Ephrin type-A receptor 7	EPHA7	Q15375	2045	EPHA7	Human
x0so6408	seq.7196.21	Interferon omega-1	IFN-w	P05000	3467	IFNW1	Human
x0so6409	seq.7197.2	DnaJ homolog subfamily C member 15	DJC15	Q9Y5T4	29103	DNAJC15	Human
x0so6410	seq.7198.197	Glycosaminoglycan xylosylkinase	FA20B	O75063	9917	FAM20B	Human
x0so6411	seq.7199.3	Synapsin-3	SYN3	O14994	8224	SYN3	Human
x0so6412	seq.7200.4	Leucine-rich repeat and fibronectin type-III domain-containing protein 2	LRFN2	Q9ULH4	57497	LRFN2	Human
x0so6413	seq.7201.5	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	ISCU	Q9H1K1	23479	ISCU	Human
x0so6414	seq.7202.107	Semaphorin-6C	SEMA6C	Q9H3T2	10500	SEMA6C	Human
x0so6415	seq.7203.125	Beta-1,3-N-acetylglucosaminyltransferase radical fringe	RFNG	Q9Y644	5986	RFNG	Human
x0so6416	seq.7204.1	Carcinoembryonic antigen-related cell adhesion molecule 21	CEA21	Q3KPI0	90273	CEACAM21	Human
x0so6417	seq.7206.20	Fructose-1,6-bisphosphatase 1	F16P1	P09467	2203	FBP1	Human
x0so6418	seq.7207.4	Protein Red	RED	Q13123	3550	IK	Human
x0so6419	seq.7208.60	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C	MGT4C	Q9UBM8	25834	MGAT4C	Human
x0so6420	seq.7210.25	Amyloid-like protein 1	Amyloid-like protein 1	P51693	333	APLP1	Human
x0so6421	seq.7211.2	Ribonuclease pancreatic	RNase 1	P07998	6035	RNASE1	Human
x0so6422	seq.7215.18	NADH-cytochrome b5 reductase 3	NADH-cytochrome b5 reductase	P00387	1727	CYB5R3	Human
x0so6423	seq.7218.87	Sodium/potassium-transporting ATPase subunit beta-2	AT1B2	P14415	482	ATP1B2	Human
x0so6424	seq.7219.152	Heat shock 70 kDa protein 1A	HSP 70	P0DMV8	3303	HSPA1A	Human
x0so6425	seq.7221.56	Cytoskeleton-associated protein 4	CKAP4	Q07065	10970	CKAP4	Human
x0so6426	seq.7223.60	Protein S100-A13	S100A13	Q99584	6284	S100A13	Human
x0so6427	seq.7224.11	T-cell receptor-associated transmembrane adapter 1	TRAT1	Q6PIZ9	50852	TRAT1	Human
x0so6428	seq.7225.51	Membrane magnesium transporter 1	MMGT1	Q8N4V1	93380	MMGT1	Human
x0so6429	seq.7227.75	Cochlin	COCH	O43405	1690	COCH	Human
x0so6430	seq.7228.2	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	SIA7F	Q969X2	30815	ST6GALNAC6	Human
x0so6431	seq.7231.37	Transmembrane protease serine 11A	TM11A	Q6ZMR5	339967	TMPRSS11A	Human
x0so6432	seq.7233.73	P2X purinoceptor 6	P2RX6	O15547	9127	P2RX6	Human
x0so6433	seq.7234.12	Procollagen galactosyltransferase 2	GT252	Q8IYK4	23127	COLGALT2	Human
x0so6434	seq.7239.9	Glutathione S-transferase Mu 1	GST M1-1	P09488	2944	GSTM1	Human
x0so6435	seq.7240.2	Membrane-bound transcription factor site-1 protease	MBTP1	Q14703	8720	MBTPS1	Human
x0so6436	seq.7241.12	T-cell surface glycoprotein CD3 zeta chain	CD3-zeta	P20963	919	CD247	Human
x0so6437	seq.7242.14	V-set and transmembrane domain-containing protein 4	CJ072	Q8IW00	196740	VSTM4	Human
x0so6438	seq.7243.8	Interferon beta	IFN-b	P01574	3456	IFNB1	Human
x0so6439	seq.7244.16	IGF-like family receptor 1	TM149	Q9H665	79713	IGFLR1	Human
x0so6440	seq.7245.2	CUGBP Elav-like family member 2	CELF2	O95319	10659	CELF2	Human
x0so6441	seq.7246.4	FRAS1-related extracellular matrix protein 2	FREM2	Q5SZK8	341640	FREM2	Human
x0so6442	seq.7247.1	RAB6-interacting golgin	GORAB	Q5T7V8	92344	GORAB	Human
x0so6443	seq.7249.307	Bcl-2-like protein 10	B2L10	Q9HD36	10017	BCL2L10	Human
x0so6444	seq.7249.37	Bcl-2-like protein 10	B2L10	Q9HD36	10017	BCL2L10	Human
x0so6445	seq.7251.64	Complement C1q tumor necrosis factor-related protein 3	C1QT3	Q9BXJ4	114899	C1QTNF3	Human
x0so6446	seq.7253.6	Protein quaking	QKI	Q96PU8	9444	QKI	Human
x0so6447	seq.7257.18	Tuberoinfundibular peptide of 39 residues	TIP39	Q96A98	113091	PTH2	Human
x0so6448	seq.7258.5	Bone marrow proteoglycan	EMBP	P13727	5553	PRG2	Human
x0so6449	seq.7262.191	Carbohydrate sulfotransferase 14	CHSTE	Q8NCH0	113189	CHST14	Human
x0so6450	seq.7265.32	Osteocrin	OSTN	P61366	344901	OSTN	Human
x0so6451	seq.7266.4	Serpin A9	SPA9	Q86WD7	327657	SERPINA9	Human
x0so6452	seq.7267.2	Serine palmitoyltransferase 2	LCB2	O15270	9517	SPTLC2	Human
x0so6453	seq.7268.12	Interferon alpha-4	IFNA4	P05014	3441	IFNA4	Human
x0so6454	seq.7551.33	Leucine-rich repeat-containing protein 32	LRC32	Q14392	2615	LRRC32	Human
x0so6455	seq.7624.19	Ankyrin-2	ANK2	Q01484	287	ANK2	Human
x0so6456	seq.7625.27	14-3-3 protein theta	14-3-3 protein theta	P27348	10971	YWHAQ	Human
x0so6457	seq.7628.40	Cysteine-rich with EGF-like domain protein 1	CREL1	Q96HD1	78987	CRELD1	Human
x0so6458	seq.7638.30	Vesicular integral-membrane protein VIP36	Lectin, mannose-binding 2	Q12907	10960	LMAN2	Human
x0so6459	seq.7648.9	Myosin-binding protein C, slow-type	MYPC1	Q00872	4604	MYBPC1	Human
x0so6460	seq.7655.11	N-terminal pro-BNP	N-terminal pro-BNP	P16860	4879	NPPB	Human
x0so6461	seq.7660.21	Tropomyosin alpha-4 chain	Tropomyosin 4	P67936	7171	TPM4	Human
x0so6464	seq.7693.13	Tumor necrosis factor receptor superfamily member 10B	TRAIL R2	O14763	8795	TNFRSF10B	Human
x0so6465	seq.7695.106	Sequestosome-1	SQSTM	Q13501	8878	SQSTM1	Human
x0so6466	seq.7696.3	Next to BRCA1 gene 1 protein	NBR1	Q14596	4077	NBR1	Human
x0so6467	seq.7713.102	Fragile X mental retardation protein 1	FMR1	Q06787	2332	FMR1	Human
x0so6468	seq.7713.50	Fragile X mental retardation protein 1	FMR1	Q06787	2332	FMR1	Human
x0so6469	seq.7717.95	Cystic fibrosis transmembrane conductance regulator	CFTR	P13569	1080	CFTR	Human
x0so6470	seq.7721.81	Fragile X mental retardation protein 1	FMR1	Q06787	2332	FMR1	Human
x0so6471	seq.7732.45	Vesicle-associated membrane protein 4	VAMP4	O75379	8674	VAMP4	Human
x0so6472	seq.7735.17	Pigment epithelium-derived factor	PEDF	P36955	5176	SERPINF1	Human
x0so6473	seq.7736.28	Opalin	OPALI	Q96PE5	93377	OPALIN	Human
x0so6474	seq.7737.76	Integrin beta-6	ITB6	P18564	3694	ITGB6	Human
x0so6475	seq.7738.299	Syntaxin-2	STX2	P32856	2054	STX2	Human
x0so6476	seq.7740.33	Fetal and adult testis-expressed transcript protein	FATE1	Q969F0	89885	FATE1	Human
x0so6477	seq.7741.111	RNA polymerase-associated protein RTF1 homolog	RTF1	Q92541	23168	RTF1	Human
x0so6478	seq.7742.11	RING finger protein 148:region 1	RN148:region 1	Q8N7C7	378925	RNF148	Human
x0so6479	seq.7743.5	Mitochondrial import inner membrane translocase subunit TIM50	TIM50	Q3ZCQ8	92609	TIMM50	Human
x0so6480	seq.7744.10	Low-density lipoprotein receptor-related protein 12	LRP12	Q9Y561	29967	LRP12	Human
x0so6481	seq.7745.3	CDGSH iron-sulfur domain-containing protein 1	ZCD1	Q9NZ45	55847	CISD1	Human
x0so6483	seq.7747.47	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	NDUBB	Q9NX14	54539	NDUFB11	Human
x0so6484	seq.7748.11	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	NDUV2	P19404	4729	NDUFV2	Human
x0so6485	seq.7751.121	Secreted frizzled-related protein 2	SARP-1	Q96HF1	6423	SFRP2	Human
x0so6486	seq.7752.31	C-type lectin domain family 4 member D	CLC4D	Q8WXI8	338339	CLEC4D	Human
