symbol	CHROM	start_grch37	end_grch37	label	unit	type	min	max	missing	description	long_description	AptName	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	Organism	Units	Type	Dilution	ColCheck	cv_qc	cv_qc_chris	Dratio	eLOD	EntrezGeneSymbol
5394	RRM2B	8	103216730	103251346	x0so7066	NA	float	157.2	36426.2	-89	seq.8925.25	Ribonucleoside-diphosphate reductase subunit M2 B	seq.8925.25	8925-25	3	SL018712	Ribonucleoside-diphosphate reductase subunit M2 B	RIR2B	Q7LG56	50484	Human	RFU	Protein	20	PASS	0.0314706070519332	0.0427005069460538	0.117905019178443	342.82855	NA
5395	RS1	X	18658030	18690229	x0so6151	NA	float	271.5	18458	-89	seq.6497.10	Retinoschisin	seq.6497.10	6497-10	3	SL012365	Retinoschisin	XLRS1	O15537	6247	Human	RFU	Protein	20	PASS	0.037534205177651	0.0363140195131338	0.169637932628603	698.583	NA
5396	RSPO1	1	38076951	38100595	x0so2010	NA	float	79.5	90320.9	-89	seq.16614.27	R-spondin-1	seq.16614.27	16614-27	3	SL017248	R-spondin-1	RSPO1	Q2MKA7	284654	Human	RFU	Protein	20	PASS	0.0555085889738376	0.0542617883167545	0.195812006295936	198.21365	NA
5397	RSPO1	1	38076951	38100595	x0so6008	NA	float	242.8	4356.5	-89	seq.6240.70	R-spondin-1	seq.6240.70	6240-70	3	SL017248	R-spondin-1	RSPO1	Q2MKA7	284654	Human	RFU	Protein	20	PASS	0.0569907710028255	0.0600347756100719	0.345161141984706	546.21935	NA
5398	RSPO2	8	108911544	109095913	x0so5440	NA	float	65.6	8578	-89	seq.4566.24	R-spondin-2	seq.4566.24	4566-24	3	SL013989	R-spondin-2	RSPO2	Q6UXX9	340419	Human	RFU	Protein	20	PASS	0.0606851828487474	0.0523987644139198	0.26513734470069	144.1627	NA
5399	RSPO2	8	108911544	109095913	x0so6866	NA	float	139.3	107455.1	-89	seq.8409.3	R-spondin-2	seq.8409.3	8409-3	3	SL013989	R-spondin-2	RSPO2	Q6UXX9	340419	Human	RFU	Protein	20	PASS	0.0442108414406106	0.0311391473815766	0.0686143486166736	306.21775	NA
5400	RSPO3	6	127439749	127518910	x0so1202	NA	float	105.4	31657.7	-89	seq.13094.75	R-spondin-3	seq.13094.75	13094-75	3	SL018509	R-spondin-3	RSPO3	Q9BXY4	84870	Human	RFU	Protein	20	PASS	0.0303598219577865	0.0308599190900508	0.133360533705213	208.41805	NA
5401	RSPO3	6	127439749	127518910	x0so6869	NA	float	77.6	13775.6	-89	seq.8427.118	R-spondin-3	seq.8427.118	8427-118	3	SL018509	R-spondin-3	RSPO3	Q9BXY4	84870	Human	RFU	Protein	20	PASS	0.0329163206354399	0.0330246192237105	0.181675691278392	160.86815	NA
5402	RSPO4	20	939095	982907	x0so6887	NA	float	141	12920.3	-89	seq.8464.31	R-spondin-4	seq.8464.31	8464-31	3	SL012517	R-spondin-4	RSPO4	Q2I0M5	343637	Human	RFU	Protein	20	PASS	0.0520985325296536	0.0592256784986387	0.269828563782891	283.45925	NA
5403	RTCA	1	100731763	100758325	x0so3249	NA	float	20.9	95753.6	-89	seq.21369.15	RNA 3'-terminal phosphate cyclase	seq.21369.15	21369-15	3	SL022215	RNA 3'-terminal phosphate cyclase	RTCA	O00442	8634	Human	RFU	Protein	20	FLAG	0.0889230014584123	0.0874883586110646	0.206936510052313	53.86835	NA
5404	RTF1	15	41700606	41775761	x0so6477	NA	float	177.2	13138.7	-89	seq.7741.111	RNA polymerase-associated protein RTF1 homolog	seq.7741.111	7741-111	3	SL018235	RNA polymerase-associated protein RTF1 homolog	RTF1	Q92541	23168	Human	RFU	Protein	20	PASS	0.0666229297785041	0.0550337023127137	0.270331738807693	410.45875	NA
5405	RTKN	2	74652963	74669549	x0so4132	NA	float	90.8	132053.4	-89	seq.23664.17	Rhotekin	seq.23664.17	23664-17	3	SL023395	Rhotekin	RTKN	Q9BST9	6242	Human	RFU	Protein	20	FLAG	0.0954925933133075	0.096616868896359	0.324762573516144	242.1624	NA
5406	RTN1	14	60062694	60337684	x0so4326	NA	float	133	30238.3	-89	seq.24651.1	Reticulon-1	seq.24651.1	24651-1	3	SL016462	Reticulon-1	RTN1	Q16799	6252	Human	RFU	Protein	0.5	PASS	0.0392864472626894	0.0455911802504978	0.0974727656384933	328.84585	NA
5407	RTN4IP1	6	107018903	107077373	x0so2337	NA	float	99.7	85937.3	-89	seq.18180.58	Reticulon-4-interacting protein 1, mitochondrial	seq.18180.58	18180-58	3	SL020948	Reticulon-4-interacting protein 1, mitochondrial	RT4I1	Q8WWV3	84816	Human	RFU	Protein	20	PASS	0.0337326008363259	0.0444089918717012	0.103484320053659	239.2951	NA
5408	RTN4R	22	20228938	20270769	x0so5631	NA	float	58.5	2758.4	-89	seq.5105.2	Reticulon-4 receptor	seq.5105.2	5105-2	3	SL005208	Reticulon-4 receptor	Nogo Receptor	Q9BZR6	65078	Human	RFU	Protein	0.5	PASS	0.0333664033519349	0.0385965122335344	0.181819974726791	110.0085	NA
5409	RTN4RL1	17	1837971	1928639	x0so3004	NA	float	7.9	4639.6	-89	seq.20546.71	Reticulon-4 receptor-like 1	seq.20546.71	20546-71	3	SL008962	Reticulon-4 receptor-like 1	R4RL1	Q86UN2	146760	Human	RFU	Protein	0.5	PASS	0.0664702846104201	0.0590045700408606	0.240294628463651	21.5782	NA
5410	RTP4	3	187086120	187089864	x0so2430	NA	float	68.5	16543.4	-89	seq.18315.38	Receptor-transporting protein 4	seq.18315.38	18315-38	3	SL015136	Receptor-transporting protein 4	RTP4	Q96DX8	64108	Human	RFU	Protein	20	PASS	0.0343001020587642	0.0431778441862437	0.106334998346667	142.40295	NA
5411	RUFY1	5	178977559	179037027	x0so0575	NA	float	126.6	167055.4	-89	seq.11425.31	RUN and FYVE domain-containing protein 1	seq.11425.31	11425-31	3	SL019064	RUN and FYVE domain-containing protein 1	RUFY1	Q96T51	80230	Human	RFU	Protein	20	PASS	0.0536427793220276	0.0575398566752718	0.135176678262948	326.42845	NA
5412	RUNX3	1	25226002	25291612	x0so0403	NA	float	105	29850	-89	seq.11138.16	Runt-related transcription factor 3	seq.11138.16	11138-16	3	SL006056	Runt-related transcription factor 3	RUNX3	Q13761	864	Human	RFU	Protein	20	PASS	0.0318224342456542	0.0318184371572537	0.146451269079169	240.54395	NA
5413	RUVBL1	3	127783621	127872757	x0so0770	NA	float	128.6	47912.5	-89	seq.12365.108	RuvB-like 1	seq.12365.108	12365-108	3	SL009453	RuvB-like 1	RUVB1	Q9Y265	8607	Human	RFU	Protein	20	PASS	0.0356835848640172	0.0346161096385077	0.119105006886269	337.2143	NA
5414	RWDD1	6	116892530	116918838	x0so3218	NA	float	50.6	68582.2	-89	seq.21323.2	RWD domain-containing protein 1	seq.21323.2	21323-2	3	SL022216	RWD domain-containing protein 1	RWDD1	Q9H446	51389	Human	RFU	Protein	20	PASS	0.0502300256956929	0.0605686085258988	0.115629866727837	103.47695	NA
5415	RWDD4	4	184560788	184580378	x0so3165	NA	float	27.4	24348.3	-89	seq.21188.38	RWD domain-containing protein 4	seq.21188.38	21188-38	3	SL022217	RWD domain-containing protein 4	RWDD4	Q6NW29	201965	Human	RFU	Protein	20	PASS	0.0493054456275305	0.0658316937888047	0.111245771398026	51.2673	NA
5416	RXFP1	4	159236463	159574524	x0so1638	NA	float	92.2	9102.4	-89	seq.14135.3	Relaxin receptor 1	seq.14135.3	14135-3	3	SL020172	Relaxin receptor 1	RXFP1	Q9HBX9	59350	Human	RFU	Protein	20	PASS	0.0292055325258339	0.0391071340805866	0.21246977495394	202.03755	NA
5417	RXRA	9	137208944	137332431	x0so2913	NA	float	179.7	9629.2	-89	seq.20245.13	Retinoic acid receptor RXR-alpha	seq.20245.13	20245-13	3	SL003676	Retinoic acid receptor RXR-alpha	Retinoic acid receptor RXR-alpha	P19793	6256	Human	RFU	Protein	20	PASS	0.0564653711540185	0.0474353419774948	0.30463158302724	396.2099	NA
5418	RYBP	3	72420976	72496069	x0so3080	NA	float	53	17855.1	-89	seq.20969.114	RING1 and YY1-binding protein	seq.20969.114	20969-114	3	SL022218	RING1 and YY1-binding protein	RYBP	Q8N488	23429	Human	RFU	Protein	20	PASS	0.0302329274771622	0.0300682091975224	0.0867655772532612	117.0432	NA
5419	RYK	3	133784147	133969689	x0so5771	NA	float	91.3	29995.7	-89	seq.5583.62	Tyrosine-protein kinase RYK	seq.5583.62	5583-62	3	SL017088	Tyrosine-protein kinase RYK	RYK	P34925	6259	Human	RFU	Protein	20	PASS	0.0235005484990266	0.0245969258353046	0.0491157235350518	213.16575	NA
5420	S100A10	1	151955391	151966866	x0so1759	NA	float	97.4	49564.6	-89	seq.15318.75	Protein S100-A10	seq.15318.75	15318-75	3	SL004212	Protein S100-A10	Calpactin I light chain	P60903	6281	Human	RFU	Protein	20	PASS	0.0562328724278412	0.0712998751369117	0.387483412465175	246.81565	NA
5421	S100A11	1	152004982	152020383	x0so1543	NA	float	235	52715.3	-89	seq.14011.17	Protein S100-A11	seq.14011.17	14011-17	3	SL004809	Protein S100-A11	S100A11	P31949	6282	Human	RFU	Protein	20	PASS	0.0378054494578834	0.0350852281373392	0.155532219789285	789.05535	NA
5422	S100A12	1	153346184	153348125	x0so5917	NA	float	142.6	17750.1	-89	seq.5852.6	Protein S100-A12	seq.5852.6	5852-6	3	SL004783	Protein S100-A12	S100A12	P80511	6283	Human	RFU	Protein	20	PASS	0.0722715926533452	0.0671029386839296	0.19596753066722	346.88935	NA
5423	S100A13	1	153591263	153606568	x0so6426	NA	float	153.6	11123.5	-89	seq.7223.60	Protein S100-A13	seq.7223.60	7223-60	3	SL005105	Protein S100-A13	S100A13	Q99584	6284	Human	RFU	Protein	0.5	PASS	0.0425517872801494	0.0320635038835211	0.0771823321574429	328.18945	NA
5424	S100A14	1	153586731	153589462	x0so2308	NA	float	187.3	14054.6	-89	seq.17828.3	Protein S100-A14	seq.17828.3	17828-3	3	SL005106	Protein S100-A14	S100A14	Q9HCY8	57402	Human	RFU	Protein	20	PASS	0.0386363588535776	0.0423437788800475	0.194025764562981	366.68945	NA
5425	S100A14	1	153586731	153589462	x0so3842	NA	float	65	34108	-89	seq.23023.21	Protein S100-A14	seq.23023.21	23023-21	3	SL005106	Protein S100-A14	S100A14	Q9HCY8	57402	Human	RFU	Protein	20	PASS	0.0347872956216531	0.0384557693295274	0.116721032722042	149.8627	NA
5426	S100A16	1	153579362	153585621	x0so2312	NA	float	196.4	15172	-89	seq.17836.17	Protein S100-A16	seq.17836.17	17836-17	3	SL005108	Protein S100-A16	S100A16	Q96FQ6	140576	Human	RFU	Protein	20	PASS	0.0239267050555452	0.0311100586751977	0.18595578453649	456.9815	NA
5427	S100A2	1	153533584	153540366	x0so0731	NA	float	106.2	37380.9	-89	seq.11969.5	Protein S100-A2	seq.11969.5	11969-5	3	SL004807	Protein S100-A2	S100A2	P29034	6273	Human	RFU	Protein	20	PASS	0.0378078996020184	0.0380790625980781	0.147426529898811	231.47445	NA
5428	S100A3	1	153519805	153521848	x0so1743	NA	float	33.3	16423.7	-89	seq.15297.3	Protein S100-A3	seq.15297.3	15297-3	3	SL004825	Protein S100-A3	S100A3	P33764	6274	Human	RFU	Protein	20	PASS	0.116825407695319	0.125280654747373	0.525529169305083	102.47035	NA
5429	S100A4	1	153516089	153522612	x0so1624	NA	float	84.4	12573.5	-89	seq.14116.129	Protein S100-A4	seq.14116.129	14116-129	3	SL004821	Protein S100-A4	S100A4	P26447	6275	Human	RFU	Protein	0.5	PASS	0.0466116051134486	0.0404770498467591	0.184990134950081	156.691	NA
5430	S100A4	1	153516089	153522612	x0so7473	NA	float	260.9	11708.4	-89	seq.9750.7	Protein S100-A4	seq.9750.7	9750-7	3	SL004821	Protein S100-A4	S100A4	P26447	6275	Human	RFU	Protein	20	PASS	0.0413338153934176	0.0479919879095447	0.217281336687853	634.042	NA
5431	S100A5	1	153509623	153514241	x0so1748	NA	float	121.7	119704.6	-89	seq.15303.63	Protein S100-A5	seq.15303.63	15303-63	3	SL004826	Protein S100-A5	S100A5	P33763	6276	Human	RFU	Protein	20	FLAG	0.144719053146852	0.0677222986670532	0.154113030773831	291.32425	NA
5432	S100A6	1	153507075	153508720	x0so1200	NA	float	37	29155.6	-89	seq.13090.17	Protein S100-A6	seq.13090.17	13090-17	3	SL004827	Protein S100-A6	S100A6	P06703	6277	Human	RFU	Protein	0.5	PASS	0.0478016771510819	0.0533515206405322	0.163194179067867	191.39635	NA
5433	S100A7	1	153430220	153433177	x0so6599	NA	float	81.8	86740	-89	seq.7916.10	Protein S100-A7	seq.7916.10	7916-10	3	SL004829	Protein S100-A7	S100A7	P31151	6278	Human	RFU	Protein	20	PASS	0.129460050118796	0.0724627467934864	0.110419840589813	171.241	NA
5434	S100A7A	1	153389000	153395701	x0so3339	NA	float	42.9	11680.3	-89	seq.21574.106	S100 calcium-binding protein A15	seq.21574.106	21574-106	3	SL005107	S100 calcium-binding protein A15	S100A15	Q86SG5	338324	Human	RFU	Protein	20	FLAG	0.178359500341199	0.211232399383351	0.698030988860827	179.32445	NA
5435	S100A8	1	153362508	153363664	x0so4191	NA	float	55.1	70151.3	-89	seq.24217.2	Calgranulin A	seq.24217.2	24217-2	3	SL004476	Calgranulin A	Calgranulin A	P05109	6279	Human	RFU	Protein	20	FLAG	0.0494801115860519	0.0446481237994004	0.14148214894266	173.55285	NA
5436	S100A8	1	153362508	153363664	x0so4529	NA	float	65.9	34210.5	-89	seq.25216.8	Calgranulin A	seq.25216.8	25216-8	3	SL004476	Calgranulin A	Calgranulin A	P05109	6279	Human	RFU	Protein	20	PASS	0.0593337733930768	0.0622019487750783	0.21981818816953	178.3104	NA
5437	S100A9	1	153330330	153333503	x0so5703	NA	float	154.9	57766.5	-89	seq.5339.49	Protein S100-A9	seq.5339.49	5339-49	3	SL004477	Protein S100-A9	calgranulin B	P06702	6280	Human	RFU	Protein	20	PASS	0.0612288478148866	0.0501323563225355	0.123349438099311	418.30865	NA
5438	S100A9	1	153330330	153333503	x0so6530	NA	float	135.3	18169.3	-89	seq.7812.11	Protein S100-A9	seq.7812.11	7812-11	3	SL004477	Protein S100-A9	calgranulin B	P06702	6280	Human	RFU	Protein	20	PASS	0.0638088362872535	0.107472023820858	0.571385590125193	390.4337	NA
5439	S100P	4	6694796	6698897	x0so7585	NA	float	62.1	112208.4	-89	seq.9926.4	Protein S100-P	seq.9926.4	9926-4	3	SL004810	Protein S100-P	S100P	P25815	6286	Human	RFU	Protein	20	PASS	0.0428320600623637	0.0321444225785541	0.0711947436520753	146.64855	NA
5440	S100Z	5	76145826	76217475	x0so2563	NA	float	83.4	118070.3	-89	seq.18928.10	Protein S100-Z	seq.18928.10	18928-10	3	SL021527	Protein S100-Z	S100Z	Q8WXG8	170591	Human	RFU	Protein	20	PASS	0.050830304326996	0.0457063301273463	0.13699108476343	163.6627	NA
5441	SAA1	11	18287721	18291524	x0so1866	NA	float	136.3	213929	-89	seq.15515.2	Serum amyloid A-1 protein	seq.15515.2	15515-2	3	SL000572	Serum amyloid A-1 protein	SAA	P0DJI8	6288	Human	RFU	Protein	0.5	PASS	0.0480886615848294	0.0532010593177903	0.0686956315378057	307.20475	NA
5442	SAA1	11	18287721	18291524	x0so5368	NA	float	39.6	70877.5	-89	seq.4336.2	Serum amyloid A-1 protein	seq.4336.2	4336-2	1	SL000572	Serum amyloid A-1 protein	SAA	P0DJI8	6288	Human	RFU	Protein	0.5	PASS	0.0591374679116697	0.0629173825445816	0.0559452913996476	90.1563	NA
5443	SAA2	11	18260770	18270190	x0so2507	NA	float	261.4	61771.8	-89	seq.18832.65	Serum amyloid A-2 protein	seq.18832.65	18832-65	3	SL021544	Serum amyloid A-2 protein	SAA2	P0DJI9	6289	Human	RFU	Protein	20	PASS	0.05548038927094	0.0509763070864002	0.0938537250940765	583.3985	NA
5444	SAA4	11	18252896	18258440	x0so1867	NA	float	50.7	134818.6	-89	seq.15516.12	Serum amyloid A-4 protein	seq.15516.12	15516-12	3	SL005700	Serum amyloid A-4 protein	SAA-4	P35542	6291	Human	RFU	Protein	0.005	PASS	0.0521976378727494	0.0484388478420396	0.212328387169514	151.0061	NA
5445	SAG	2	234216462	234255701	x0so4620	NA	float	33.6	30818.4	-89	seq.25461.3	S-arrestin	seq.25461.3	25461-3	3	SL023143	S-arrestin	ARRS	P10523	6295	Human	RFU	Protein	20	PASS	0.0609659609893614	0.0388683736010772	0.13072406857188	104.265	NA
5446	SAMD12	8	119201698	119634234	x0so3745	NA	float	145	26728.3	-89	seq.22771.6	Sterile alpha motif domain-containing protein 12	seq.22771.6	22771-6	3	SL022957	Sterile alpha motif domain-containing protein 12	SAM12	Q8N8I0	401474	Human	RFU	Protein	20	FLAG	0.103387195775279	0.157479290563889	0.625983896767172	439.4965	NA
5447	SAMD4B	19	39833036	39876350	x0so4093	NA	float	28.9	27939.5	-89	seq.23606.18	Sterile alpha motif domain-containing protein 4B	seq.23606.18	23606-18	3	SL012559	Sterile alpha motif domain-containing protein 4B	SAM4B	Q5PRF9	55095	Human	RFU	Protein	20	PASS	0.041207496897581	0.0467792810969581	0.087543279383886	77.5998	NA
5448	SAMHD1	20	35518632	35580246	x0so0512	NA	float	133.6	24709.5	-89	seq.11303.7	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	seq.11303.7	11303-7	3	SL008335	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	SAMH1	Q9Y3Z3	25939	Human	RFU	Protein	20	PASS	0.038678775349055	0.0606930558066364	0.232843893853847	330.3318	NA
5449	SAMM50	22	44351301	44406411	x0so3746	NA	float	108.7	121044.1	-89	seq.22772.125	Sorting and assembly machinery component 50 homolog	seq.22772.125	22772-125	3	SL009026	Sorting and assembly machinery component 50 homolog	SAM50	Q9Y512	25813	Human	RFU	Protein	20	PASS	0.063175365219675	0.0907687794473609	0.398911400180559	293.1231	NA
5450	SAMSN1	21	15857549	15955723	x0so3171	NA	float	21.1	5288	-89	seq.21196.29	SAM domain-containing protein SAMSN-1	seq.21196.29	21196-29	3	SL018935	SAM domain-containing protein SAMSN-1	SAMN1	Q9NSI8	64092	Human	RFU	Protein	20	PASS	0.0481326386162381	0.0494229337272372	0.172184084173745	54.35095	NA
5451	SAP18	13	21714653	21723221	x0so1090	NA	float	163.7	24735.7	-89	seq.12830.4	Histone deacetylase complex subunit SAP18	seq.12830.4	12830-4	3	SL019934	Histone deacetylase complex subunit SAP18	SAP18	O00422	10284	Human	RFU	Protein	20	PASS	0.0353024677082456	0.0309574147910506	0.124126397128308	395.7316	NA
5452	SAP30	4	174291120	174298683	x0so1127	NA	float	60.8	122956.5	-89	seq.12888.18	Histone deacetylase complex subunit SAP30	seq.12888.18	12888-18	3	SL012382	Histone deacetylase complex subunit SAP30	SAP30	O75446	8819	Human	RFU	Protein	20	PASS	0.0380810552435098	0.0423943472268263	0.0774539111422344	138.75075	NA
5453	SAP30L	5	153825517	153840614	x0so3639	NA	float	93.9	67827.4	-89	seq.22391.34	Histone deacetylase complex subunit SAP30L	seq.22391.34	22391-34	3	SL023043	Histone deacetylase complex subunit SAP30L	SP30L	Q9HAJ7	79685	Human	RFU	Protein	20	PASS	0.0471838206844992	0.0547758648878663	0.167636292308495	237.1059	NA
5454	SAR1A	10	71907045	71930279	x0so2233	NA	float	25	29949	-89	seq.17726.3	GTP-binding protein SAR1a	seq.17726.3	17726-3	3	SL016526	GTP-binding protein SAR1a	SAR1A	Q9NR31	56681	Human	RFU	Protein	0.5	FLAG	0.0689624894808312	0.0660939944330494	0.0720531516134851	51.89445	NA
5455	SAR1A	10	71907045	71930279	x0so3843	NA	float	87.9	58633.7	-89	seq.23024.25	GTP-binding protein SAR1a	seq.23024.25	23024-25	3	SL016526	GTP-binding protein SAR1a	SAR1A	Q9NR31	56681	Human	RFU	Protein	20	PASS	0.037022677051639	0.0307298197584989	0.128321870397472	211.55705	NA
5456	SAR1B	5	133936834	133984961	x0so3180	NA	float	217.9	29047.8	-89	seq.21220.11	GTP-binding protein SAR1b	seq.21220.11	21220-11	3	SL011322	GTP-binding protein SAR1b	SAR1B	Q9Y6B6	51128	Human	RFU	Protein	20	FLAG	0.0960827347991485	0.135142038523736	0.465029392900149	658.8655	NA
5457	SAR1B	5	133936834	133984961	x0so3365	NA	float	217.5	253431.1	-89	seq.21660.4	GTP-binding protein SAR1b	seq.21660.4	21660-4	3	SL011322	GTP-binding protein SAR1b	SAR1B	Q9Y6B6	51128	Human	RFU	Protein	20	PASS	0.0414683242260431	0.054090041493085	0.269511104371877	583.0136	NA
5458	SARS2	19	39405906	39440495	x0so0760	NA	float	227.3	29180.2	-89	seq.12348.46	Serine--tRNA ligase, mitochondrial	seq.12348.46	12348-46	3	SL019681	Serine--tRNA ligase, mitochondrial	SYSM	Q9NP81	54938	Human	RFU	Protein	20	PASS	0.0294376653169821	0.0398130319056689	0.0960869761136866	506.02165	NA
5459	SAT1	X	23801290	23804343	x0so7543	NA	float	149.5	17668.1	-89	seq.9859.180	Diamine acetyltransferase 1	seq.9859.180	9859-180	3	SL004602	Diamine acetyltransferase 1	SSAT-1	P21673	6303	Human	RFU	Protein	20	PASS	0.0243502304350254	0.0292055957556372	0.12962755241279	318.29385	NA
5460	SAT2	17	7529552	7531194	x0so0880	NA	float	128.9	47194.5	-89	seq.12524.18	Diamine acetyltransferase 2	seq.12524.18	12524-18	3	SL019774	Diamine acetyltransferase 2	SAT2	Q96F10	112483	Human	RFU	Protein	20	PASS	0.0259565410669178	0.0248557720080473	0.071140698938524	315.83725	NA
5461	SATB1	3	18386879	18487080	x0so1325	NA	float	135	9363.4	-89	seq.13511.29	DNA-binding protein SATB1	seq.13511.29	13511-29	3	SL009828	DNA-binding protein SATB1	SATB1	Q01826	6304	Human	RFU	Protein	20	PASS	0.0701577176933192	0.0701940172937905	0.339574453942912	311.74595	NA
5462	SATB2	2	200134223	200335989	x0so0080	NA	float	74.8	20937.5	-89	seq.10081.17	DNA-binding protein SATB2	seq.10081.17	10081-17	3	SL019243	DNA-binding protein SATB2	SATB2	Q9UPW6	23314	Human	RFU	Protein	20	FLAG	0.0892191255282218	0.127014433825183	0.552034290676923	200.74185	NA
5463	SAYSD1	6	39071840	39082965	x0so6207	NA	float	111.5	133670.7	-89	seq.6594.64	SAYSvFN domain-containing protein 1	seq.6594.64	6594-64	3	SL017511	SAYSvFN domain-containing protein 1	SMDC1	Q9NPB0	55776	Human	RFU	Protein	20	PASS	0.0624095038226146	0.0586302852288708	0.248444390197087	339.90455	NA
5464	SBDS	7	66452664	66460588	x0so5260	NA	float	577.5	24277.6	-89	seq.3866.7	Ribosome maturation protein SBDS	seq.3866.7	3866-7	2	SL011529	Ribosome maturation protein SBDS	SBDS	Q9Y3A5	51119	Human	RFU	Protein	20	FLAG	0.0638356217847461	0.0586003073420266	0.16884057377518	1609.5677	NA
5465	SBSN	19	36014269	36019253	x0so5866	NA	float	68.4	36457.4	-89	seq.5724.58	Suprabasin	seq.5724.58	5724-58	3	SL017104	Suprabasin	SBSN	Q6UWP8	374897	Human	RFU	Protein	20	PASS	0.0844632677224829	0.037634305092709	0.126809614694633	143.46165	NA
5466	SCAMP5	15	75249560	75313837	x0so1323	NA	float	122.1	18091.4	-89	seq.13509.5	Secretory carrier-associated membrane protein 5	seq.13509.5	13509-5	3	SL020162	Secretory carrier-associated membrane protein 5	SCAM5	Q8TAC9	192683	Human	RFU	Protein	20	PASS	0.0380931715507912	0.0424828409422386	0.191718875027316	302.34815	NA
5467	SCAND1	20	34541539	34547394	x0so2288	NA	float	86.9	54948.1	-89	seq.17800.33	SCAN domain-containing protein 1	seq.17800.33	17800-33	3	SL006198	SCAN domain-containing protein 1	SCAND1	P57086	51282	Human	RFU	Protein	20	PASS	0.0261953298340916	0.0329607106390432	0.128797615496611	167.7127	NA
5468	SCARA3	8	27491385	27534293	x0so0506	NA	float	158.1	34746.9	-89	seq.11292.13	Scavenger receptor class A member 3:region 2	seq.11292.13	11292-13	3	SL025978	Scavenger receptor class A member 3:region 2	SCAR3:region 2	Q6AZY7	51435	Human	RFU	Protein	20	PASS	0.0520753271585925	0.089198309563812	0.471124145801375	402.3707	NA
5469	SCARA3	8	27491385	27534293	x0so7430	NA	float	114.2	43676.6	-89	seq.9569.14	Scavenger receptor class A member 3:region 1	seq.9569.14	9569-14	3	SL025977	Scavenger receptor class A member 3:region 1	SCAR3:region 1	Q6AZY7	51435	Human	RFU	Protein	20	PASS	0.0303682635620808	0.0261477830273355	0.0783971642466937	279.05035	NA
5470	SCARA5	8	27727399	27850244	x0so0112	NA	float	130.4	25285.4	-89	seq.10419.1	Scavenger receptor class A member 5	seq.10419.1	10419-1	3	SL014110	Scavenger receptor class A member 5	SCAR5	Q6ZMJ2	286133	Human	RFU	Protein	20	PASS	0.0466719494464926	0.0459897528925827	0.162447018766292	297.3884	NA
